50	0,2763607740402222
60	0,39454495906829834
70	0,4074103832244873
80	0,468646502494812
90	0,47004311084747313
100	0,5447426795959472
110	0,9582372426986694
120	1,0650516271591186
130	0,8408513307571411
140	0,8584038972854614
150	0,799461817741394
160	0,8429455280303955
170	0,9761893510818481
180	1,0166840076446533
190	1,0708328247070313
200	1,264917016029358
210	1,2300102472305299
220	1,3593644380569458
230	1,1926132678985595
240	1,3762194633483886
250	1,4428378582000732
260	1,6370223045349122
270	1,5569355487823486
280	1,557534122467041
290	1,6958644151687623
300	1,69985830783844
310	1,6764344930648805
320	1,8119507789611817
330	2,067171549797058
340	1,977604627609253
350	1,779915690422058
360	1,8582287073135375
370	2,0565028190612793
380	2,450443458557129
390	2,2502843379974364
400	2,3035362005233764
410	2,527642846107483
420	2,4225173950195313
430	2,599647045135498
440	2,7003784656524656
450	2,626475286483765
460	2,724716305732727
470	2,7277007579803465
480	2,8223514795303344
490	2,811480689048767
500	3,097216534614563
510	3,1576122760772707
520	3,248853015899658
530	3,401602363586426
540	3,122865343093872
550	3,153066897392273
560	3,1567609310150146
